train 59804 images, use 954.8581895828247 seconds, loss 15.92058505490223
train 60004 images, use 958.1077921390533 seconds, loss 15.920660270466644
train 60204 images, use 961.2763254642487 seconds, loss 15.92044463760828
train 60404 images, use 964.5333213806152 seconds, loss 15.920722020254942
train 60604 images, use 967.7254984378815 seconds, loss 15.92050140567415
train 60804 images, use 971.0036642551422 seconds, loss 15.91939415647519
train 61004 images, use 974.2791044712067 seconds, loss 15.919122748133582
train 61204 images, use 977.458379983902 seconds, loss 15.917584808086854
train 61404 images, use 980.7846710681915 seconds, loss 15.916442734863436
train 61604 images, use 984.057425737381 seconds, loss 15.915641377427612
train 61804 images, use 987.355625629425 seconds, loss 15.915191426537612
train 62004 images, use 990.6318385601044 seconds, loss 15.91490038193944
train 62204 images, use 993.8776366710663 seconds, loss 15.914384074846414
train 62404 images, use 997.1387333869934 seconds, loss 15.912811575325891
train 62604 images, use 1000.0499551296234 seconds, loss 15.912786001443802
train 62804 images, use 1002.9611945152283 seconds, loss 15.912106822393698
train 63004 images, use 1005.894181728363 seconds, loss 15.911960644489499
train 63204 images, use 1008.9477145671844 seconds, loss 15.910742117564688
train 63404 images, use 1011.8502380847931 seconds, loss 15.91093757968944
train 63604 images, use 1014.7623529434204 seconds, loss 15.910774699398113
train 63804 images, use 1017.6734344959259 seconds, loss 15.910319128569773
train 64004 images, use 1020.9043397903442 seconds, loss 15.909781864949606
train 64204 images, use 1023.914960861206 seconds, loss 15.908752370290616
train 64404 images, use 1026.810729265213 seconds, loss 15.910095381686412
train 64604 images, use 1029.7238945960999 seconds, loss 15.910199441196541
train 64804 images, use 1032.6612539291382 seconds, loss 15.909103155400985
train 65004 images, use 1035.5052688121796 seconds, loss 15.909031054259462
train 65204 images, use 1038.3769853115082 seconds, loss 15.90888290220412
train 65404 images, use 1041.280612707138 seconds, loss 15.908616452592693
train 65604 images, use 1044.1384391784668 seconds, loss 15.90824571799511
train 65804 images, use 1047.0978381633759 seconds, loss 15.907906368124841
train 66004 images, use 1049.9367253780365 seconds, loss 15.9072793966466
train 66204 images, use 1053.046818971634 seconds, loss 15.907545920383994
train 66404 images, use 1055.8902237415314 seconds, loss 15.906512799083202
train 66604 images, use 1058.791431427002 seconds, loss 15.905653544008345
train 66804 images, use 1061.6625926494598 seconds, loss 15.905386823906097
train 67004 images, use 1064.648532152176 seconds, loss 15.905315480692225
train 67204 images, use 1067.6139733791351 seconds, loss 15.904599937338613
train 67404 images, use 1070.5254356861115 seconds, loss 15.90462135312225
train 67604 images, use 1073.4618520736694 seconds, loss 15.904690307860486
train 67804 images, use 1076.3009781837463 seconds, loss 15.904555148817336
train 68004 images, use 1079.1399948596954 seconds, loss 15.903974347865633
train 68204 images, use 1082.1061420440674 seconds, loss 15.902594521155862
train 68404 images, use 1085.2180609703064 seconds, loss 15.901966631419477
train 68604 images, use 1088.1098775863647 seconds, loss 15.902298077162522
train 68804 images, use 1091.053020954132 seconds, loss 15.900969883464489
train 69004 images, use 1094.007004737854 seconds, loss 15.900014604296066
train 69204 images, use 1096.920500278473 seconds, loss 15.89792578163319
train 69404 images, use 1099.8083341121674 seconds, loss 15.898056514969944
train 69604 images, use 1102.6926763057709 seconds, loss 15.897427522784032
train 69804 images, use 1105.561826467514 seconds, loss 15.897000058539383
train 70004 images, use 1108.538447856903 seconds, loss 15.896924072314011
train 70204 images, use 1111.4614887237549 seconds, loss 15.896013719283568
train 70404 images, use 1114.368060350418 seconds, loss 15.895139502471258
train 70604 images, use 1117.233055114746 seconds, loss 15.893824725201847
train 70804 images, use 1120.148794412613 seconds, loss 15.893043634810969
train 71004 images, use 1123.0904188156128 seconds, loss 15.892570727416233
train 71204 images, use 1126.0146152973175 seconds, loss 15.892339970151864
train 71404 images, use 1128.918529033661 seconds, loss 15.891834633034653
train 71604 images, use 1131.7839028835297 seconds, loss 15.891105506423065
train 71804 images, use 1134.3954021930695 seconds, loss 15.891234994731485
train 72004 images, use 1137.27539229393 seconds, loss 15.891359363287213
train 72204 images, use 1140.1571326255798 seconds, loss 15.891427966303183
train 72404 images, use 1143.046370267868 seconds, loss 15.890364358891652
train 72604 images, use 1145.9424948692322 seconds, loss 15.890434956014708
train 72804 images, use 1148.8720593452454 seconds, loss 15.890314201406955
train 73004 images, use 1151.7692568302155 seconds, loss 15.889603898370055
train 73204 images, use 1154.631337404251 seconds, loss 15.8893775079644
train 73404 images, use 1157.4788908958435 seconds, loss 15.888409072197097
train 73604 images, use 1160.3587169647217 seconds, loss 15.886793224283721
train 73804 images, use 1163.2190566062927 seconds, loss 15.886242408647005
train 74004 images, use 1166.336982011795 seconds, loss 15.885394397754563
train 74204 images, use 1169.256474494934 seconds, loss 15.885347527386351
train 74404 images, use 1172.1362359523773 seconds, loss 15.884571848806676
train 74604 images, use 1175.0164563655853 seconds, loss 15.88356528291369
train 74804 images, use 1177.8518147468567 seconds, loss 15.883144636942529
train 75004 images, use 1180.6923911571503 seconds, loss 15.883122925770568
train 75204 images, use 1183.534723997116 seconds, loss 15.88236225459084
train 75404 images, use 1186.388426065445 seconds, loss 15.881616766680938
train 75604 images, use 1189.370062828064 seconds, loss 15.880893036444066
train 75804 images, use 1192.2419607639313 seconds, loss 15.879680823253247
train 76004 images, use 1195.2206649780273 seconds, loss 15.878874905723457
train 76204 images, use 1198.0636751651764 seconds, loss 15.87946582451203
train 76404 images, use 1200.9303634166718 seconds, loss 15.87836632755037
train 76604 images, use 1203.7830862998962 seconds, loss 15.877545652881501
train 76804 images, use 1206.6545934677124 seconds, loss 15.877122399459568
train 77004 images, use 1209.5045802593231 seconds, loss 15.875825514992533
train 77204 images, use 1212.3368260860443 seconds, loss 15.874359750732859
train 77404 images, use 1215.2074658870697 seconds, loss 15.873682370704282
train 77604 images, use 1218.0703222751617 seconds, loss 15.873092237348077
train 77804 images, use 1220.914273738861 seconds, loss 15.872207316012876
train 78004 images, use 1223.7521703243256 seconds, loss 15.871062700179476
train 78204 images, use 1226.6149172782898 seconds, loss 15.870159641761827
train 78404 images, use 1229.4503498077393 seconds, loss 15.869531704885427
train 78604 images, use 1232.4363765716553 seconds, loss 15.869317267253106
train 78804 images, use 1235.2463686466217 seconds, loss 15.868924532284193
train 79004 images, use 1238.2446727752686 seconds, loss 15.867980127008206
train 79204 images, use 1241.2260682582855 seconds, loss 15.867002630074834
train 79404 images, use 1244.2264652252197 seconds, loss 15.866483966549534
train 79604 images, use 1247.244136095047 seconds, loss 15.865664644991737
train 79804 images, use 1250.2384910583496 seconds, loss 15.864525104152172
train 80004 images, use 1253.2833998203278 seconds, loss 15.86365226654634
train 80204 images, use 1256.3630743026733 seconds, loss 15.863027180356465
train 80404 images, use 1259.3729963302612 seconds, loss 15.86252608966761
train 80604 images, use 1262.414687871933 seconds, loss 15.862107625363507
train 80804 images, use 1265.3972952365875 seconds, loss 15.861671085346336
train 81004 images, use 1268.4206881523132 seconds, loss 15.860919574539393
train 81204 images, use 1271.4943940639496 seconds, loss 15.859795145208219
train 81404 images, use 1274.4698066711426 seconds, loss 15.858979543753016
train 81604 images, use 1277.464153766632 seconds, loss 15.858064671729478
train 81804 images, use 1280.4382991790771 seconds, loss 15.857324324683763
train 82004 images, use 1283.4126410484314 seconds, loss 15.85637785862532
train 82204 images, use 1286.395018339157 seconds, loss 15.855157570367474
train 82404 images, use 1289.3520815372467 seconds, loss 15.853709000682914
train 82604 images, use 1292.3008077144623 seconds, loss 15.852343223548873
train 82804 images, use 1295.2774472236633 seconds, loss 15.851584994266625
train 83004 images, use 1298.244699716568 seconds, loss 15.850971839339714
train 83204 images, use 1301.16464138031 seconds, loss 15.850374691578738
train 83404 images, use 1304.1145627498627 seconds, loss 15.849577457598846
train 83604 images, use 1307.0765023231506 seconds, loss 15.848979943426656
train 83804 images, use 1310.0118975639343 seconds, loss 15.84797504704706
train 84004 images, use 1312.9569873809814 seconds, loss 15.846949294298879
train 84204 images, use 1315.9451456069946 seconds, loss 15.845916616900801
train 84404 images, use 1318.9023950099945 seconds, loss 15.845441816248789
train 84604 images, use 1321.8373725414276 seconds, loss 15.844733955820463
train 84804 images, use 1324.7747919559479 seconds, loss 15.843428674188159
train 85004 images, use 1327.7173006534576 seconds, loss 15.842279121428364
train 85204 images, use 1330.596893787384 seconds, loss 15.841127547934832
train 85404 images, use 1333.563877105713 seconds, loss 15.84055931544027
train 85604 images, use 1336.5220882892609 seconds, loss 15.839672921049452
train 85804 images, use 1339.4100880622864 seconds, loss 15.83922402560433
train 86004 images, use 1342.3180449008942 seconds, loss 15.839091554662481
train 86204 images, use 1345.2023680210114 seconds, loss 15.838092996574987
train 86404 images, use 1348.0601212978363 seconds, loss 15.837703494824321
train 86604 images, use 1351.0203421115875 seconds, loss 15.836753596621742
train 86804 images, use 1353.9794409275055 seconds, loss 15.836150086494033
train 87004 images, use 1356.896560907364 seconds, loss 15.835396005152429
train 87204 images, use 1359.7960860729218 seconds, loss 15.834722883033596
train 87404 images, use 1362.6879558563232 seconds, loss 15.834328451676834
train 87604 images, use 1365.58864569664 seconds, loss 15.833642168117326
train 87804 images, use 1368.484465122223 seconds, loss 15.83335175480335
train 88004 images, use 1371.4145994186401 seconds, loss 15.83257327440836
train 88204 images, use 1374.3430361747742 seconds, loss 15.831586731857598
train 88404 images, use 1377.2329185009003 seconds, loss 15.830292618530345
train 88604 images, use 1380.1309177875519 seconds, loss 15.829357260571097
train 88804 images, use 1383.0051956176758 seconds, loss 15.829204678739496
train 89004 images, use 1385.9035124778748 seconds, loss 15.828052550881067
train 89204 images, use 1388.8049266338348 seconds, loss 15.826506805189007
train 89404 images, use 1391.6934916973114 seconds, loss 15.825505615262022
train 89604 images, use 1394.6499152183533 seconds, loss 15.8244287264197
train 89804 images, use 1397.5868339538574 seconds, loss 15.82394991646513
train 90004 images, use 1400.4591505527496 seconds, loss 15.822696082274783
train 90204 images, use 1403.3342332839966 seconds, loss 15.821393052201273
train 90404 images, use 1406.1791110038757 seconds, loss 15.820735748273464
train 90604 images, use 1409.0534226894379 seconds, loss 15.819705626157491
train 90804 images, use 1411.8796684741974 seconds, loss 15.818560579444604
train 91004 images, use 1414.7583224773407 seconds, loss 15.817190618245075
train 91204 images, use 1417.6258869171143 seconds, loss 15.815610992313529
train 91404 images, use 1420.5045161247253 seconds, loss 15.814091953320656
train 91604 images, use 1423.377114057541 seconds, loss 15.813669771786268
train 91804 images, use 1426.2774896621704 seconds, loss 15.811431646263944
train 92004 images, use 1429.223955631256 seconds, loss 15.810309765784805
train 92204 images, use 1432.1853115558624 seconds, loss 15.809409577255341
train 92404 images, use 1435.0035779476166 seconds, loss 15.808389799180624
train 92604 images, use 1437.8061521053314 seconds, loss 15.807171323996375
train 92804 images, use 1440.6345212459564 seconds, loss 15.805490843438555
train 93004 images, use 1443.450588941574 seconds, loss 15.804028329557218
train 93204 images, use 1446.2864046096802 seconds, loss 15.80327068272706
train 93404 images, use 1449.1461312770844 seconds, loss 15.802167839324404
train 93604 images, use 1452.0480272769928 seconds, loss 15.801937248429502
train 93804 images, use 1454.9653203487396 seconds, loss 15.800454284558011
train 94004 images, use 1457.8733882904053 seconds, loss 15.799564862756483
train 94204 images, use 1460.7666783332825 seconds, loss 15.799328681405472
train 94404 images, use 1463.6707022190094 seconds, loss 15.797852096027484
train 94604 images, use 1466.441862821579 seconds, loss 15.796960574972152
train 94804 images, use 1469.2653493881226 seconds, loss 15.796387482751685
train 95004 images, use 1472.10972738266 seconds, loss 15.795338291799071
train 95204 images, use 1474.9375069141388 seconds, loss 15.794299841588229
train 95404 images, use 1477.7573165893555 seconds, loss 15.793181452878306
train 95604 images, use 1480.598504781723 seconds, loss 15.792168431078158
train 95804 images, use 1483.4255921840668 seconds, loss 15.790993850750372
train 96004 images, use 1486.3251757621765 seconds, loss 15.789493350284953
train 96204 images, use 1489.1991064548492 seconds, loss 15.788613323560277
train 96404 images, use 1492.101707458496 seconds, loss 15.78701823330076
train 96604 images, use 1495.271628856659 seconds, loss 15.786548063430457
train 96804 images, use 1498.4725770950317 seconds, loss 15.785577654414961
train 97004 images, use 1501.6345992088318 seconds, loss 15.784628406326782
train 97204 images, use 1504.8248183727264 seconds, loss 15.78329892194219
train 97404 images, use 1508.1200323104858 seconds, loss 15.782621757664598
train 97604 images, use 1511.3019227981567 seconds, loss 15.781618065838344
train 97804 images, use 1514.4701335430145 seconds, loss 15.780946165259879
train 98004 images, use 1517.6246514320374 seconds, loss 15.779413745136866
train 98204 images, use 1520.7832264900208 seconds, loss 15.77875382242237
train 98404 images, use 1523.943347454071 seconds, loss 15.777474557468633
train 98604 images, use 1527.13081240654 seconds, loss 15.777268617160518
train 98804 images, use 1530.3829243183136 seconds, loss 15.775595295121338
train 99004 images, use 1533.5845997333527 seconds, loss 15.77454123765943
train 99204 images, use 1536.7410905361176 seconds, loss 15.773738655214608
train 99404 images, use 1540.0442519187927 seconds, loss 15.772912811392578
train 99604 images, use 1543.2922139167786 seconds, loss 15.772459351693795
train 99804 images, use 1546.4821255207062 seconds, loss 15.770770569304771
train 100004 images, use 1549.6886913776398 seconds, loss 15.770184456677487
train 100204 images, use 1552.9214217662811 seconds, loss 15.76929967197465
train 100404 images, use 1556.1457479000092 seconds, loss 15.768477233242072
train 100604 images, use 1559.3519849777222 seconds, loss 15.766938377465607
train 100804 images, use 1562.5974297523499 seconds, loss 15.766004311150098
train 101004 images, use 1565.8681147098541 seconds, loss 15.764807876950679
train 101204 images, use 1569.1041748523712 seconds, loss 15.762803134913689
train 101404 images, use 1572.320814371109 seconds, loss 15.761669845903059
train 101604 images, use 1575.4779601097107 seconds, loss 15.760845390138416
train 101804 images, use 1578.6810247898102 seconds, loss 15.75942502744202
train 102004 images, use 1581.709053993225 seconds, loss 15.758338206628286
train 102204 images, use 1584.5573253631592 seconds, loss 15.75656805870006
train 102404 images, use 1587.4187414646149 seconds, loss 15.755563437291471
train 102604 images, use 1590.2782926559448 seconds, loss 15.754731351827731
train 102804 images, use 1593.1448686122894 seconds, loss 15.753150146227014
train 103004 images, use 1596.0955231189728 seconds, loss 15.752531118961771
train 103204 images, use 1598.965980052948 seconds, loss 15.750942537187838
train 103404 images, use 1601.9130191802979 seconds, loss 15.749536035268571
train 103604 images, use 1604.8232831954956 seconds, loss 15.748632372120579
train 103804 images, use 1607.7219364643097 seconds, loss 15.746832484271465
train 104004 images, use 1610.6187045574188 seconds, loss 15.745888890399263
train 104204 images, use 1613.5698053836823 seconds, loss 15.744961008431815
train 104404 images, use 1616.472819328308 seconds, loss 15.744091974456742
train 104604 images, use 1619.3783304691315 seconds, loss 15.742777508892901
train 104804 images, use 1622.2416036128998 seconds, loss 15.74190310115769
train 105004 images, use 1625.099154472351 seconds, loss 15.741029849961349
train 105204 images, use 1627.9571540355682 seconds, loss 15.739835873401425
train 105404 images, use 1630.826588153839 seconds, loss 15.73877717768994
train 105604 images, use 1633.7370040416718 seconds, loss 15.737883846196846
train 105804 images, use 1636.5928654670715 seconds, loss 15.73716390448368
train 106004 images, use 1639.5650589466095 seconds, loss 15.736299908878165
train 106204 images, use 1642.5014770030975 seconds, loss 15.734829314540185
train 106404 images, use 1645.4031054973602 seconds, loss 15.733482137460223
train 106604 images, use 1648.496176481247 seconds, loss 15.73190301577107
train 106804 images, use 1651.499278306961 seconds, loss 15.730753325851712
train 107004 images, use 1654.3964703083038 seconds, loss 15.729393564307234
train 107204 images, use 1657.3379912376404 seconds, loss 15.728255809772264
train 107404 images, use 1660.2260127067566 seconds, loss 15.726578301117634
train 107604 images, use 1663.299782037735 seconds, loss 15.725269674076111
train 107804 images, use 1666.3480184078217 seconds, loss 15.723715046386967
train 108004 images, use 1669.3842668533325 seconds, loss 15.722455172845676
train 108204 images, use 1672.2251386642456 seconds, loss 15.721704934099167
train 108404 images, use 1675.097220659256 seconds, loss 15.72096217742187
train 108604 images, use 1678.1907472610474 seconds, loss 15.719289199035872
train 108804 images, use 1681.2056634426117 seconds, loss 15.718543202655647
train 109004 images, use 1684.164718389511 seconds, loss 15.717572038435785
train 109204 images, use 1687.1050961017609 seconds, loss 15.716273093955367
train 109404 images, use 1690.003922700882 seconds, loss 15.714790992654532
train 109604 images, use 1692.9640262126923 seconds, loss 15.712867990008897
train 109804 images, use 1695.9192876815796 seconds, loss 15.710846998593246
train 110004 images, use 1698.965200662613 seconds, loss 15.710053575818264
train 110204 images, use 1701.9258201122284 seconds, loss 15.708671088141154
train 110404 images, use 1704.8116962909698 seconds, loss 15.707183558857446
train 110604 images, use 1707.7336316108704 seconds, loss 15.706007067311884
train 110804 images, use 1710.6933143138885 seconds, loss 15.704568407972937
train 111004 images, use 1713.6223084926605 seconds, loss 15.703493647494279
train 111204 images, use 1716.4726724624634 seconds, loss 15.701955666688525
train 111404 images, use 1719.4025492668152 seconds, loss 15.700533341662938
train 111604 images, use 1722.3215117454529 seconds, loss 15.6983918320978
train 111804 images, use 1725.1992645263672 seconds, loss 15.696072729130643
train 112004 images, use 1728.143747806549 seconds, loss 15.694824600907685
train 112204 images, use 1731.0814352035522 seconds, loss 15.693426397614076
train 112404 images, use 1733.9991176128387 seconds, loss 15.692167831089954
train 112604 images, use 1736.9375772476196 seconds, loss 15.690082465731715
train 112804 images, use 1739.7694671154022 seconds, loss 15.688605947753537
train 113004 images, use 1742.7426986694336 seconds, loss 15.68696544292914
train 113204 images, use 1745.6983771324158 seconds, loss 15.685228548608613
train 113404 images, use 1748.599490404129 seconds, loss 15.683066255822945
train 113604 images, use 1751.4806637763977 seconds, loss 15.681323228642249
train 113804 images, use 1754.3668196201324 seconds, loss 15.679708963303263
train 114004 images, use 1757.2372789382935 seconds, loss 15.677814928124004
train 114204 images, use 1760.227630853653 seconds, loss 15.676264484144452
train 114404 images, use 1763.0989391803741 seconds, loss 15.674468225986338
train 114604 images, use 1765.9379796981812 seconds, loss 15.67338678844478
train 114804 images, use 1768.7646880149841 seconds, loss 15.672813783580107
train 115004 images, use 1771.597383260727 seconds, loss 15.67112817426622
train 115204 images, use 1774.532691001892 seconds, loss 15.669302613062541
train 115404 images, use 1777.373289823532 seconds, loss 15.667843852544912
train 115604 images, use 1780.25288772583 seconds, loss 15.666005765976818
train 115804 images, use 1783.126208305359 seconds, loss 15.665413073328656
train 116004 images, use 1786.0193238258362 seconds, loss 15.663742579227398
train 116204 images, use 1788.8809995651245 seconds, loss 15.66214649049963
train 116404 images, use 1791.7048382759094 seconds, loss 15.662384983174425
train 116604 images, use 1794.6197624206543 seconds, loss 15.663734726272482
train 116804 images, use 1797.4613771438599 seconds, loss 15.664841158325872
train 117004 images, use 1800.371863603592 seconds, loss 15.665458766637839
train 117204 images, use 1803.2741203308105 seconds, loss 15.66620989856716
train 117404 images, use 1806.1923460960388 seconds, loss 15.667452350433466
train 117604 images, use 1809.031438112259 seconds, loss 15.66785808057495
train 117804 images, use 1811.8467061519623 seconds, loss 15.668304154167968
train 118004 images, use 1814.6914665699005 seconds, loss 15.669288686748828
train 118204 images, use 1817.5360209941864 seconds, loss 15.67006465810405
train 118404 images, use 1820.5209045410156 seconds, loss 15.670434737767684
train 118604 images, use 1823.4712543487549 seconds, loss 15.671241446543556
train 118804 images, use 1826.4251160621643 seconds, loss 15.671410911934567
train 119004 images, use 1829.3304738998413 seconds, loss 15.671571314703492
train 119204 images, use 1832.3152809143066 seconds, loss 15.67159139280407
train 119404 images, use 1835.2847340106964 seconds, loss 15.67127109886925
train 119604 images, use 1838.243824481964 seconds, loss 15.670759221078816
train 119804 images, use 1841.1707937717438 seconds, loss 15.6699161884558
train 120004 images, use 1844.1689410209656 seconds, loss 15.66924740493985
train 120204 images, use 1847.102642774582 seconds, loss 15.668762311436565
train 120404 images, use 1850.0378065109253 seconds, loss 15.667704300946646
train 120604 images, use 1852.9179117679596 seconds, loss 15.667145723434999
train 120804 images, use 1855.7331128120422 seconds, loss 15.667227314225997
train 121004 images, use 1858.5939621925354 seconds, loss 15.666366241918611
train 121204 images, use 1861.5825061798096 seconds, loss 15.665313611494167
train 121404 images, use 1864.581022977829 seconds, loss 15.664697317399662
train 121604 images, use 1867.5390410423279 seconds, loss 15.664083564432818
train 121804 images, use 1870.519103527069 seconds, loss 15.662759161145807
train 122004 images, use 1873.4042308330536 seconds, loss 15.66218145898378
train 122204 images, use 1876.3209118843079 seconds, loss 15.661214804861613
train 122404 images, use 1879.2351849079132 seconds, loss 15.660145821224496
train 122604 images, use 1882.1366879940033 seconds, loss 15.659209029039515
train 122804 images, use 1885.0148906707764 seconds, loss 15.658252934556575
train 123004 images, use 1887.8967320919037 seconds, loss 15.657332485752969
train 123204 images, use 1890.766262769699 seconds, loss 15.656500697081743
train 123404 images, use 1893.618884563446 seconds, loss 15.654989362674883
train 123604 images, use 1896.4923088550568 seconds, loss 15.653853527049588
train 123804 images, use 1899.3947274684906 seconds, loss 15.653392711391927
train 124004 images, use 1902.2392883300781 seconds, loss 15.652373697533006
train 124204 images, use 1905.1644060611725 seconds, loss 15.65128905985384
train 124404 images, use 1908.0418937206268 seconds, loss 15.650207786696201
train 124604 images, use 1910.9741294384003 seconds, loss 15.64938338080246
train 124804 images, use 1913.8716685771942 seconds, loss 15.64830023771249
train 125004 images, use 1916.732813835144 seconds, loss 15.64762117520011
train 125204 images, use 1919.6117641925812 seconds, loss 15.64654119850599
train 125404 images, use 1922.4938325881958 seconds, loss 15.645439147462525
train 125604 images, use 1925.377604007721 seconds, loss 15.64455109041638
train 125804 images, use 1928.2838113307953 seconds, loss 15.644023242834248
train 126004 images, use 1931.1459350585938 seconds, loss 15.642754650049365
train 126204 images, use 1934.0504117012024 seconds, loss 15.641306347374258
train 126404 images, use 1936.9700989723206 seconds, loss 15.640583860399632
train 126604 images, use 1939.8272805213928 seconds, loss 15.639428071000701
train 126804 images, use 1942.7099339962006 seconds, loss 15.638630368026542
train 127004 images, use 1945.5897130966187 seconds, loss 15.63735665284467
train 127204 images, use 1948.4416434764862 seconds, loss 15.63661577782386
train 127404 images, use 1951.286925792694 seconds, loss 15.635655571883548
train 127604 images, use 1954.1387929916382 seconds, loss 15.634796813127576
train 127804 images, use 1956.9811470508575 seconds, loss 15.633516425721098
train 128004 images, use 1959.8534665107727 seconds, loss 15.632325292430767
train 128204 images, use 1962.8216993808746 seconds, loss 15.630802834806081
train 128404 images, use 1965.7750506401062 seconds, loss 15.630066468332291
train 128604 images, use 1968.696552991867 seconds, loss 15.629360290984367
train 128804 images, use 1971.5763890743256 seconds, loss 15.628336449971325
train 129004 images, use 1974.490201473236 seconds, loss 15.626720269087391
train 129204 images, use 1977.4259288311005 seconds, loss 15.625447999271518
train 129404 images, use 1980.33944106102 seconds, loss 15.624566652860887
train 129604 images, use 1983.2526133060455 seconds, loss 15.623230263639561
train 129804 images, use 1986.220263004303 seconds, loss 15.62124122577664
train 130004 images, use 1989.1189897060394 seconds, loss 15.619762336853489
train 130204 images, use 1991.980902671814 seconds, loss 15.61793125296846
train 130404 images, use 1994.9136905670166 seconds, loss 15.616798953478794
train 130604 images, use 1997.8515508174896 seconds, loss 15.61516061121819
train 130804 images, use 2000.837690114975 seconds, loss 15.613983395821268
train 131004 images, use 2003.7049188613892 seconds, loss 15.612837814620837
train 131204 images, use 2006.6292653083801 seconds, loss 15.611906718265777
train 131404 images, use 2009.530024766922 seconds, loss 15.610952006062158
train 131604 images, use 2012.4071712493896 seconds, loss 15.609546743869116
train 131804 images, use 2015.3561699390411 seconds, loss 15.608214736968806
train 132004 images, use 2018.282742023468 seconds, loss 15.606911537062219
train 132204 images, use 2021.2317070960999 seconds, loss 15.60533287351189
train 132404 images, use 2024.1108717918396 seconds, loss 15.603447033281334
train 132604 images, use 2027.0139124393463 seconds, loss 15.601553538706312
train 132804 images, use 2029.936583518982 seconds, loss 15.600633434456276
train 133004 images, use 2032.888708114624 seconds, loss 15.598970697916444
train 133204 images, use 2035.7475953102112 seconds, loss 15.597645228306142
train 133404 images, use 2038.648960351944 seconds, loss 15.596009157864302
train 133604 images, use 2041.4846620559692 seconds, loss 15.59490413915882
train 133804 images, use 2044.313322544098 seconds, loss 15.59272249075951
train 134004 images, use 2047.2716710567474 seconds, loss 15.591339843165418
train 134204 images, use 2050.158235311508 seconds, loss 15.589747605832008
train 134404 images, use 2053.054313659668 seconds, loss 15.587940899320078
train 134604 images, use 2055.939334630966 seconds, loss 15.586759542123778
train 134804 images, use 2058.817407131195 seconds, loss 15.584958839342931
train 135004 images, use 2061.7203991413116 seconds, loss 15.583851683730337
train 135204 images, use 2064.6457047462463 seconds, loss 15.582426190877072
train 135404 images, use 2067.513613462448 seconds, loss 15.58123545566096
train 135604 images, use 2070.417807340622 seconds, loss 15.580053617859877
train 135804 images, use 2073.263162136078 seconds, loss 15.578484297500928
train 136004 images, use 2076.149374961853 seconds, loss 15.577089359308578
train 136204 images, use 2079.0434336662292 seconds, loss 15.57550019547422
train 136404 images, use 2081.8849000930786 seconds, loss 15.573905675993323
train 136604 images, use 2085.3904733657837 seconds, loss 15.572053310518719
train 136804 images, use 2088.2532801628113 seconds, loss 15.570884012379889
train 137004 images, use 2091.118971347809 seconds, loss 15.569318325820543
train 137204 images, use 2093.9751868247986 seconds, loss 15.567834661317063
train 137404 images, use 2096.8606798648834 seconds, loss 15.565586070154898
train 137604 images, use 2099.7492825984955 seconds, loss 15.56436776380249
train 137804 images, use 2102.6335232257843 seconds, loss 15.562477684043142
train 138004 images, use 2105.5669016838074 seconds, loss 15.56092512130074
train 138204 images, use 2108.4729042053223 seconds, loss 15.55880874283586
train 138404 images, use 2111.3183767795563 seconds, loss 15.55780317036308
train 138604 images, use 2114.186666727066 seconds, loss 15.556050628846833
train 138804 images, use 2117.1992433071136 seconds, loss 15.554384916936634
train 139004 images, use 2120.0722012519836 seconds, loss 15.552596273315766
train 139204 images, use 2122.972356557846 seconds, loss 15.551247471016403
train 139404 images, use 2125.85124874115 seconds, loss 15.549946538509683
train 139604 images, use 2128.740205526352 seconds, loss 15.54785078943961
train 139804 images, use 2131.6107835769653 seconds, loss 15.546186279448364
train 140004 images, use 2134.5440402030945 seconds, loss 15.545040854439927
train 140204 images, use 2137.4830470085144 seconds, loss 15.543102977673893
train 140404 images, use 2140.4328439235687 seconds, loss 15.541315005108283
train 140604 images, use 2143.438168287277 seconds, loss 15.539557698345966
train 140804 images, use 2146.7448165416718 seconds, loss 15.537655401064601
train 141004 images, use 2150.01997923851 seconds, loss 15.536324101274595
train 141204 images, use 2153.203566789627 seconds, loss 15.534444094095937
train 141404 images, use 2156.5236999988556 seconds, loss 15.532864918749805
train 141604 images, use 2159.7806947231293 seconds, loss 15.531303416806475
train 141804 images, use 2163.0491893291473 seconds, loss 15.529609513446868
train 142004 images, use 2166.44619345665 seconds, loss 15.52836901688534
train 142204 images, use 2169.707456588745 seconds, loss 15.526884553295123
train 142404 images, use 2173.0348863601685 seconds, loss 15.524951829166133
train 142604 images, use 2176.2249031066895 seconds, loss 15.52285340711563
train 142804 images, use 2179.5093173980713 seconds, loss 15.521231180452498
train 143004 images, use 2182.6902360916138 seconds, loss 15.519878881146749
train 143204 images, use 2185.9792590141296 seconds, loss 15.517776802008221
train 143404 images, use 2189.2357835769653 seconds, loss 15.51558957304205
train 143604 images, use 2192.4224660396576 seconds, loss 15.5136066890415
train 143804 images, use 2195.6744832992554 seconds, loss 15.511787498904484
train 144004 images, use 2198.93754196167 seconds, loss 15.509289181422515
train 144204 images, use 2202.2195901870728 seconds, loss 15.507598743631297
train 144404 images, use 2205.3877115249634 seconds, loss 15.505654664113841
train 144604 images, use 2208.7321445941925 seconds, loss 15.504262907707103
train 144804 images, use 2212.0070219039917 seconds, loss 15.502413482601739
train 145004 images, use 2215.1888008117676 seconds, loss 15.500261460736429
train 145204 images, use 2218.4054782390594 seconds, loss 15.49833054994658
